account_id,month,base_prob,residual_corrected_prob,baseline_pd_threshold,inflated_review_queue,arbc_review_queue,default_next_3m,balance,utilization,payment_to_balance_ratio,bureau_stress_score
23,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,17366.89,0.4018,0.1788,0.2756
24,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,4399.91,0.291,0.3588,0.1057
25,2025-12,0.0015204977018431,0.0015204977018431,False,True,False,0,18005.22,0.9403,0.1251,0.4253
26,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,4271.88,0.565,0.3143,0.3491
27,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,13654.31,0.6611,0.2282,0.2988
28,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,1223.56,0.4394,0.3201,0.2372
29,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,4280.77,0.8931,0.1851,0.9085
30,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,10176.44,0.6943,0.2587,0.2831
31,2025-12,0.0015204977018431,0.0015204977018431,False,True,False,0,6406.76,0.8499,0.1871,0.6801
32,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,20769.04,0.7901,0.1823,0.4566
33,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,3896.53,0.4479,0.2492,0.2139
34,2025-12,0.088055797733217,0.088055797733217,True,True,True,0,5828.53,0.5941,0.2678,0.3794
35,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,9972.73,0.4532,0.2952,0.2514
36,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,3056.93,0.763,0.2373,0.5075
37,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,3584.04,1.2175,0.145,0.6489
38,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,6728.26,0.411,0.2366,0.3551
39,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,1684.68,0.5342,0.2297,0.2575
40,2025-12,0.9393939393939394,0.9393939393939394,True,True,True,1,1203.47,0.4796,0.282,0.2169
41,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,8832.89,0.7725,0.1202,0.3937
42,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,15096.64,0.7795,0.2214,0.4804
43,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,23085.06,0.6946,0.2235,0.3064
44,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,1515.34,0.2597,0.2829,0.1632
45,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,29401.86,0.6067,0.2594,0.5459
46,2025-12,0.0015204977018431,0.0015204977018431,False,True,False,0,15435.95,1.0235,0.2073,0.6985
47,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,7514.85,0.658,0.1781,0.3204
48,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,2215.11,0.6757,0.293,0.4388
49,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,4452.7,0.286,0.2845,0.0606
50,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,6491.21,0.9829,0.0941,0.492
51,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,6007.65,0.7101,0.1489,0.3377
52,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,2289.86,0.7677,0.2281,0.5876
53,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,10104.3,0.4649,0.288,0.2513
54,2025-12,0.0847769996314043,0.0847769996314043,True,True,True,0,5066.67,0.6395,0.2306,0.437
55,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,13534.38,0.636,0.2806,0.2338
56,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,4838.11,0.735,0.1339,0.4612
57,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,11106.43,0.4114,0.2879,0.534
58,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,18426.44,0.8101,0.2311,0.4664
59,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,2328.43,0.5729,0.1848,0.1877
60,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,3700.47,0.5264,0.1766,0.4339
61,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,12118.34,0.6626,0.2377,0.4246
62,2025-12,0.0015204977018431,0.0015204977018431,False,True,False,0,4171.54,0.4715,0.1517,0.6147
63,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,7822.69,0.6569,0.245,0.699
64,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,11676.58,0.7195,0.3142,0.4407
65,2025-12,0.9393939393939394,0.9393939393939394,True,True,True,1,2038.32,0.5601,0.1852,0.2234
66,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,5185.96,0.4783,0.2297,0.2663
67,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,4878.2,0.5512,0.3043,0.268
68,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,5129.63,0.4997,0.2439,0.2452
69,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,2929.56,0.5663,0.2515,0.4498
70,2025-12,0.088055797733217,0.088055797733217,True,True,True,0,3954.76,0.8024,0.2138,0.4795
71,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,5087.88,0.5788,0.2793,0.2303
72,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,2927.48,0.2285,0.2787,0.3999
73,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,15372.37,0.4791,0.3818,0.2727
74,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,7989.92,0.9493,0.1947,0.5023
75,2025-12,0.103954802259887,0.103954802259887,True,True,True,0,1028.28,0.5336,0.2409,0.2771
76,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,6538.16,0.4482,0.2354,0.2287
77,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,1623.99,0.3315,0.2316,0.0299
78,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,11180.78,0.5209,0.2635,0.3024
79,2025-12,0.0015204977018431,0.0015204977018431,False,True,False,0,8511.46,0.915,0.1924,0.5504
80,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,7165.36,0.7045,0.3005,0.2658
81,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,9435.1,0.4841,0.2178,0.305
82,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,4756.48,0.4804,0.151,0.3049
83,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,16340.09,0.623,0.215,0.4131
84,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,2981.16,0.8936,0.1974,0.5279
85,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,5181.83,0.8096,0.2852,0.3509
86,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,5206.15,0.7573,0.1697,0.4182
87,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,20671.97,0.4957,0.239,0.4049
88,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,4527.31,0.4379,0.3186,0.3635
89,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,3160.38,0.9964,0.1578,0.665
90,2025-12,0.0847769996314043,0.0847769996314043,True,True,True,0,4434.19,0.383,0.2143,0.1365
91,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,3471.14,0.6324,0.1807,0.3176
92,2025-12,0.9393939393939394,0.9393939393939394,True,True,True,1,3028.42,0.6992,0.2601,0.3313
93,2025-12,0.088055797733217,0.088055797733217,True,True,True,0,2378.6,0.6152,0.2637,0.2977
94,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,2020.36,0.3176,0.3234,0.2517
95,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,512.7,0.0995,0.2384,0.1354
96,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,6737.11,0.4911,0.2727,0.2087
97,2025-12,0.0015253348586681,0.0015253348586681,False,True,False,0,13265.74,0.9592,0.1554,0.8452
98,2025-12,0.9330091842247432,0.9330091842247432,True,True,True,1,923.67,1.0651,0.16,0.679
99,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,1445.13,0.6177,0.1963,0.3708
100,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,9970.25,0.3063,0.3425,0.2967
101,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,3365.42,0.2686,0.1834,0.2232
102,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,9927.18,0.4389,0.2794,0.108
103,2025-12,0.0015253348586681,0.0015253348586681,False,True,False,0,4989.82,0.7234,0.1896,0.5287
104,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,31232.53,0.5243,0.1783,0.4174
105,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,6538.79,0.4278,0.2502,0.4424
106,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,10000.74,0.6767,0.2146,0.4347
107,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,882.23,0.2336,0.3005,0.149
108,2025-12,0.088055797733217,0.088055797733217,True,True,True,0,2520.85,0.2298,0.3037,0.1297
109,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,3997.6,0.9627,0.2604,0.5884
110,2025-12,0.0636215334420881,0.0636215334420881,True,True,True,0,9713.53,0.8465,0.2226,0.3639
111,2025-12,0.0847769996314043,0.0847769996314043,True,True,True,0,14678.28,0.8273,0.2291,0.4654
112,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,4421.07,0.7139,0.1996,0.37
113,2025-12,0.0015253348586681,0.0015253348586681,False,True,False,0,7444.63,1.0096,0.1871,0.5119
114,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,6203.6,0.4317,0.3485,0.1552
115,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,2765.12,0.6669,0.1552,0.5848
116,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,8546.87,0.2872,0.2871,0.1546
117,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,7486.88,0.4985,0.2626,0.3491
118,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,5480.92,0.5265,0.2478,0.3734
119,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,956.47,0.1824,0.2307,0.0486
120,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,7034.1,0.475,0.2521,0.6348
121,2025-12,0.0015204977018431,0.0015204977018431,False,True,False,0,15416.33,0.8428,0.1714,0.7488
122,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,964.27,0.0874,0.3257,0.2002
123,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,3536.93,0.5527,0.2566,0.2024
124,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,12545.69,0.9393,0.1938,0.4827
125,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,1435.32,0.3506,0.2111,0.3161
126,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,13172.02,0.6538,0.2494,0.2299
127,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,4483.77,0.6459,0.3019,0.7075
128,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,4136.87,0.836,0.1592,0.4094
129,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,3001.91,0.8147,0.1571,0.472
130,2025-12,0.9393939393939394,0.9393939393939394,True,True,True,1,1643.11,0.7903,0.1829,0.5084
131,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,1973.09,0.7319,0.1923,0.676
132,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,2551.55,0.093,0.3249,0.0884
133,2025-12,0.9393939393939394,0.9393939393939394,True,True,True,1,3462.07,0.8379,0.2175,0.4866
134,2025-12,0.0015253348586681,0.0015253348586681,False,True,False,0,15849.55,1.1129,0.2063,0.7028
135,2025-12,0.0015204977018431,0.0015204977018431,False,True,False,0,20889.18,1.0268,0.2435,0.8711
136,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,790.55,0.3258,0.2441,0.2307
137,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,11502.07,0.6331,0.239,0.491
138,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,860.13,0.1008,0.2504,0.0
139,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,10631.37,0.4679,0.2919,0.6172
140,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,3151.46,0.7455,0.197,0.4266
141,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,5233.96,0.3715,0.2494,0.2709
142,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,3523.46,0.3391,0.2326,0.2189
143,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,16214.51,0.5417,0.2803,0.3516
144,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,16297.46,0.7833,0.2116,0.287
145,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,6819.87,0.6787,0.2344,0.5015
146,2025-12,0.0015253348586681,0.0015253348586681,False,True,False,0,13186.82,0.7568,0.169,0.5233
147,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,7343.99,0.5454,0.1918,0.7049
148,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,3505.0,0.3315,0.2954,0.1921
149,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,1034.53,0.2371,0.2823,0.066
150,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,3263.93,0.5241,0.262,0.3099
151,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,15937.08,0.8986,0.2686,0.4674
152,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,10966.86,0.528,0.3149,0.345
153,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,4104.88,0.9054,0.2172,0.5972
154,2025-12,0.9393939393939394,0.9393939393939394,True,True,True,1,1711.49,0.3843,0.2989,0.1866
155,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,1819.73,0.4435,0.3234,0.2596
156,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,2954.72,0.1712,0.3499,0.0
157,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,2280.5,0.5122,0.2625,0.2768
158,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,5262.03,0.367,0.2483,0.2329
159,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,2196.62,0.1128,0.2755,0.0862
160,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,21496.95,0.7578,0.3626,0.3972
161,2025-12,0.103954802259887,0.103954802259887,True,True,True,0,3016.38,0.997,0.1615,1.0451
162,2025-12,0.0636215334420881,0.0636215334420881,True,True,True,0,9421.22,0.6514,0.2311,0.3089
163,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,4515.68,0.9308,0.1953,0.5188
164,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,1365.9,0.6431,0.23,0.3251
165,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,13659.29,0.7546,0.2221,0.3962
166,2025-12,0.0015253348586681,0.0015253348586681,False,True,False,0,9957.92,0.8195,0.1821,0.7254
167,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,9382.07,0.647,0.2819,0.2563
168,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,4302.15,0.3058,0.2442,0.1173
169,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,5690.24,0.499,0.2144,0.4267
170,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,16644.08,0.6391,0.2275,0.4153
171,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,4179.38,0.369,0.2255,0.2638
172,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,12350.38,0.4188,0.1767,0.3779
173,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,5327.32,0.5194,0.1712,0.3679
174,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,3351.77,0.1433,0.4398,0.1152
175,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,2077.96,0.4666,0.2587,0.2225
176,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,1026.28,0.1953,0.2516,0.0097
177,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,1361.61,0.1806,0.1912,0.2954
178,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,24994.22,0.4502,0.2566,0.3296
179,2025-12,0.0636215334420881,0.0636215334420881,True,True,True,0,7490.32,0.4026,0.2502,0.2473
180,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,6335.42,0.5302,0.2108,0.2189
181,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,8512.37,0.3742,0.346,0.1282
182,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,17672.42,0.4892,0.3449,0.1187
183,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,8444.77,0.3205,0.2957,0.0372
184,2025-12,0.0015253348586681,0.0015253348586681,False,True,False,0,16450.17,1.3179,0.1155,0.9522
185,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,8284.95,0.6374,0.2739,0.5098
186,2025-12,0.9393939393939394,0.9393939393939394,True,True,True,1,5835.69,0.8451,0.256,0.4832
187,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,794.17,0.198,0.3078,0.1278
188,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,2768.91,0.6649,0.2397,0.4527
189,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,12020.67,0.4658,0.2842,0.3055
190,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,3668.7,0.6493,0.2581,0.5632
191,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,39293.35,1.0434,0.2038,0.4238
192,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,8384.15,0.6345,0.2074,0.2149
193,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,361.55,0.0639,0.2568,0.2206
194,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,19446.2,0.3794,0.3838,0.6346
195,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,1673.19,0.793,0.1813,0.3184
196,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,4468.48,1.077,0.2394,0.9658
197,2025-12,0.9393939393939394,0.9393939393939394,True,True,True,1,2386.93,0.5858,0.1404,0.5438
198,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,8705.75,0.3837,0.397,0.2401
199,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,3620.72,0.5442,0.1959,0.3234
200,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,2073.36,0.2855,0.2725,0.1392
201,2025-12,0.8514285714285714,0.8514285714285714,True,True,True,1,13455.74,1.093,0.1484,0.483
202,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,3195.38,0.2022,0.2389,0.221
203,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,28354.48,0.8988,0.2436,0.4984
204,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,4985.81,0.8802,0.1803,0.4091
205,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,2060.28,0.5537,0.2363,0.3904
206,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,4732.37,0.7572,0.208,0.317
207,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,4092.24,0.8041,0.2257,0.3925
208,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,6718.9,0.3889,0.2498,0.2
209,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,1570.14,0.7225,0.2194,0.4225
210,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,8592.08,0.7515,0.2396,0.5899
211,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,11055.14,0.3537,0.2603,0.2977
212,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,8936.52,0.6667,0.2828,0.399
213,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,1306.9,0.454,0.296,0.3391
214,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,13825.83,0.3661,0.2062,0.2141
215,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,12712.03,0.5435,0.2676,0.2301
216,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,12992.81,0.6948,0.2757,0.3904
217,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,3213.61,0.391,0.2099,0.1766
218,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,6568.38,1.0528,0.1354,0.4717
219,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,19063.82,0.4431,0.2807,0.5249
220,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,8473.09,0.7,0.1731,0.5008
221,2025-12,0.0015253348586681,0.0015253348586681,False,True,False,0,3111.98,0.8729,0.1838,0.4853
222,2025-12,0.9393939393939394,0.9393939393939394,True,True,True,1,2383.96,0.7776,0.1894,0.3743
223,2025-12,0.9393939393939394,0.9393939393939394,True,True,True,1,1636.11,0.5013,0.1669,0.2521
224,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,14361.78,0.4322,0.2238,0.4795
225,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,4282.5,0.4178,0.2656,0.2539
226,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,11972.85,0.3779,0.313,0.2407
227,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,5579.57,0.7884,0.0958,0.4907
228,2025-12,0.9393939393939394,0.9393939393939394,True,True,True,1,2650.33,0.8931,0.1722,0.4969
229,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,6122.88,0.4312,0.3099,0.181
230,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,1820.3,0.748,0.1744,0.4085
231,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,2373.97,0.834,0.2475,0.4644
232,2025-12,0.0015253348586681,0.0015253348586681,False,True,False,0,10005.81,0.8112,0.1716,0.4403
233,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,15492.15,0.5876,0.2837,0.3117
234,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,1739.01,0.1229,0.3499,0.0094
235,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,6114.19,0.2325,0.2885,0.1612
236,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,7604.97,0.3361,0.2964,0.1457
237,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,3664.33,0.3374,0.2161,0.0856
238,2025-12,0.9393939393939394,0.9393939393939394,True,True,True,1,5314.72,0.5999,0.1863,0.3812
239,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,2659.96,0.4958,0.3048,0.2163
240,2025-12,0.9330091842247432,0.9330091842247432,True,True,True,1,803.57,0.7213,0.1813,0.37
241,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,22600.15,0.7184,0.2328,0.548
242,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,2360.35,0.1821,0.2464,0.0195
243,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,3157.39,0.3795,0.262,0.3602
244,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,6923.83,0.4168,0.2313,0.1385
245,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,3674.9,0.186,0.348,0.1253
246,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,5027.55,0.3077,0.3083,0.2109
247,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,1615.55,0.1855,0.3908,0.0772
248,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,1432.55,0.2541,0.2311,0.0106
249,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,2465.32,0.428,0.2646,0.1195
250,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,4114.35,0.7093,0.1071,0.4739
251,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,7755.1,0.7144,0.178,0.5013
252,2025-12,0.0008459827902929,0.0008459827902929,False,True,False,0,17148.97,0.9311,0.1518,0.5659
253,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,11722.11,0.5864,0.2832,0.3409
254,2025-12,0.0015253348586681,0.0015253348586681,False,True,False,0,7847.72,1.0298,0.2013,0.7651
255,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,3423.33,0.6084,0.1948,0.1553
256,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,2007.57,0.2748,0.3131,0.1205
257,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,5943.55,0.4897,0.1863,0.2541
258,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,3313.05,1.3167,0.0795,1.2572
259,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,2074.62,0.6694,0.1671,0.4338
260,2025-12,0.0015204977018431,0.0015204977018431,False,False,False,0,23143.37,0.6494,0.229,0.3121
261,2025-12,0.0020432892204614,0.0020432892204614,True,True,True,0,4006.77,0.8836,0.2436,0.3833
262,2025-12,0.0008459827902929,0.0008459827902929,False,False,False,0,14476.31,0.6389,0.2858,0.568
263,2025-12,0.0015253348586681,0.0015253348586681,False,False,False,0,3628.29,0.3828,0.2094,0.2936
